customer_id,first_name,email,loyalty_status,total_loyalty_points,last_purchase_date,segment_id,customer_phone,customer_since
C384,Cust_384,cust384@mail.com,Silver,0.0,,,9442000551,2023-01-01
C385,Cust_385,cust385@mail.com,Bronze,0.0,,,9744826434,2023-01-01
C386,Cust_386,cust386@mail.com,Gold,0.0,,,9532005813,2023-01-01
C387,Cust_387,cust387@mail.com,Silver,0.0,,,9309471503,2023-01-01
C388,Cust_388,cust388@mail.com,Bronze,0.0,,,9711443654,2023-01-01
C389,Cust_389,cust389@mail.com,Silver,0.0,,,9429982328,2023-01-01
C391,Cust_391,cust391@mail.com,Silver,0.0,,,9816580415,2023-01-01
C392,Cust_392,cust392@mail.com,Gold,0.0,,,9590661740,2023-01-01
C393,Cust_393,cust393@mail.com,Bronze,0.0,,,9039403247,2023-01-01
C394,Cust_394,cust394@mail.com,Bronze,0.0,,,9488365604,2023-01-01
C395,Cust_395,cust395@mail.com,Bronze,0.0,,,9094553481,2023-01-01
C396,Cust_396,cust396@mail.com,Bronze,0.0,,,9337710224,2023-01-01
C397,Cust_397,cust397@mail.com,Silver,0.0,,,9271011200,2023-01-01
C398,Cust_398,cust398@mail.com,Gold,0.0,,,9347112584,2023-01-01
C399,Cust_399,cust399@mail.com,Bronze,0.0,,,9124469868,2023-01-01
C401,Cust_401,cust401@mail.com,Bronze,0.0,,,9433979662,2023-01-01
C402,Cust_402,cust402@mail.com,Bronze,0.0,,,9928690670,2023-01-01
C403,Cust_403,cust403@mail.com,Silver,0.0,,,9552543518,2023-01-01
C404,Cust_404,cust404@mail.com,Silver,0.0,,,9885758835,2023-01-01
C405,Cust_405,invalid_email,Silver,0.0,,,9001235946,2023-01-01
C406,Cust_406,cust406@mail.com,Gold,0.0,,,9706157458,2023-01-01
C407,Cust_407,cust407@mail.com,Silver,0.0,,,9933476226,2023-01-01
C408,Cust_408,cust408@mail.com,Silver,0.0,,,9582605435,2023-01-01
C409,Cust_409,cust409@mail.com,Bronze,0.0,,,9496043327,2023-01-01
C411,Cust_411,cust411@mail.com,Silver,0.0,,,9058201193,2023-01-01
C412,Cust_412,cust412@mail.com,Silver,0.0,,,9201415220,2023-01-01
C413,Cust_413,cust413@mail.com,Gold,0.0,,,9556670062,2023-01-01
C414,Cust_414,cust414@mail.com,Gold,0.0,,,9388457631,2023-01-01
C415,Cust_415,cust415@mail.com,Bronze,0.0,,,9668548027,2023-01-01
C416,Cust_416,cust416@mail.com,Gold,0.0,,,9812224654,2023-01-01
C417,Cust_417,cust417@mail.com,Silver,0.0,,,9535252889,2023-01-01
C418,Cust_418,cust418@mail.com,Silver,0.0,,,9671527524,2023-01-01
C419,Cust_419,cust419@mail.com,Bronze,0.0,,,9474637858,2023-01-01
C421,Cust_421,cust421@mail.com,Silver,0.0,,,9055417727,2023-01-01
C422,Cust_422,cust422@mail.com,Silver,0.0,,,9218568997,2023-01-01
C423,Cust_423,cust423@mail.com,Silver,0.0,,,9286749454,2023-01-01
C424,Cust_424,cust424@mail.com,Gold,0.0,,,9589720101,2023-01-01
C425,Cust_425,cust425@mail.com,Gold,0.0,,,9140674381,2023-01-01
C426,Cust_426,cust426@mail.com,Gold,0.0,,,9996081045,2023-01-01
C427,Cust_427,cust427@mail.com,Gold,0.0,,,9309268943,2023-01-01
C428,Cust_428,cust428@mail.com,Gold,0.0,,,9470423569,2023-01-01
C429,Cust_429,cust429@mail.com,Bronze,0.0,,,9945801848,2023-01-01
C431,Cust_431,cust431@mail.com,Bronze,0.0,,,9520455331,2023-01-01
C432,Cust_432,cust432@mail.com,Silver,0.0,,,9130380269,2023-01-01
C433,Cust_433,cust433@mail.com,Silver,0.0,,,9030998324,2023-01-01
C434,Cust_434,cust434@mail.com,Silver,0.0,,,9676481264,2023-01-01
C435,Cust_435,invalid_email,Bronze,0.0,,,9653770973,2023-01-01
C436,Cust_436,cust436@mail.com,Silver,0.0,,,9858256589,2023-01-01
C437,Cust_437,cust437@mail.com,Silver,0.0,,,9256943695,2023-01-01
C438,Cust_438,cust438@mail.com,Gold,0.0,,,9762123506,2023-01-01
C439,Cust_439,cust439@mail.com,Gold,0.0,,,9170057261,2023-01-01
C441,Cust_441,cust441@mail.com,Gold,0.0,,,9591458887,2023-01-01
C442,Cust_442,cust442@mail.com,Bronze,0.0,,,9014682844,2023-01-01
C443,Cust_443,cust443@mail.com,Silver,0.0,,,9592975437,2023-01-01
C444,Cust_444,cust444@mail.com,Bronze,0.0,,,9438076670,2023-01-01
C445,Cust_445,cust445@mail.com,Gold,0.0,,,9100082623,2023-01-01
C446,Cust_446,cust446@mail.com,Gold,0.0,,,9241270488,2023-01-01
C447,Cust_447,cust447@mail.com,Bronze,0.0,,,9903452470,2023-01-01
C448,Cust_448,cust448@mail.com,Silver,0.0,,,9980250995,2023-01-01
C449,Cust_449,cust449@mail.com,Gold,0.0,,,9121827951,2023-01-01
C451,Cust_451,cust451@mail.com,Gold,0.0,,,9126128312,2023-01-01
C452,Cust_452,cust452@mail.com,Bronze,0.0,,,9695472980,2023-01-01
C453,Cust_453,cust453@mail.com,Bronze,0.0,,,9893506934,2023-01-01
C454,Cust_454,cust454@mail.com,Gold,0.0,,,9165325235,2023-01-01
C455,Cust_455,cust455@mail.com,Silver,0.0,,,9535126623,2023-01-01
C456,Cust_456,cust456@mail.com,Bronze,0.0,,,9769446962,2023-01-01
C457,Cust_457,cust457@mail.com,Silver,0.0,,,9313383963,2023-01-01
C458,Cust_458,cust458@mail.com,Bronze,0.0,,,9546397165,2023-01-01
C459,Cust_459,cust459@mail.com,Bronze,0.0,,,9757429971,2023-01-01
C461,Cust_461,cust461@mail.com,Silver,0.0,,,9446129354,2023-01-01
C462,Cust_462,cust462@mail.com,Silver,0.0,,,9896278008,2023-01-01
C463,Cust_463,cust463@mail.com,Bronze,0.0,,,9518079974,2023-01-01
C464,Cust_464,cust464@mail.com,Silver,0.0,,,9507042130,2023-01-01
C465,Cust_465,invalid_email,Silver,0.0,,,9261704064,2023-01-01
C466,Cust_466,cust466@mail.com,Silver,0.0,,,9490470737,2023-01-01
C467,Cust_467,cust467@mail.com,Silver,0.0,,,9591916368,2023-01-01
C468,Cust_468,cust468@mail.com,Silver,0.0,,,9155308128,2023-01-01
C469,Cust_469,cust469@mail.com,Silver,0.0,,,9411872350,2023-01-01
C471,Cust_471,cust471@mail.com,Bronze,0.0,,,9989848389,2023-01-01
C472,Cust_472,cust472@mail.com,Silver,0.0,,,9643576792,2023-01-01
C473,Cust_473,cust473@mail.com,Bronze,0.0,,,9545719501,2023-01-01
C474,Cust_474,cust474@mail.com,Gold,0.0,,,9801325519,2023-01-01
C475,Cust_475,cust475@mail.com,Gold,0.0,,,9944169379,2023-01-01
C476,Cust_476,cust476@mail.com,Bronze,0.0,,,9146574716,2023-01-01
C477,Cust_477,cust477@mail.com,Silver,0.0,,,9927741858,2023-01-01
C478,Cust_478,cust478@mail.com,Bronze,0.0,,,9074958005,2023-01-01
C479,Cust_479,cust479@mail.com,Gold,0.0,,,9296618390,2023-01-01
C481,Cust_481,cust481@mail.com,Gold,0.0,,,9848262678,2023-01-01
C482,Cust_482,cust482@mail.com,Bronze,0.0,,,9917418307,2023-01-01
C483,Cust_483,cust483@mail.com,Bronze,0.0,,,9445541033,2023-01-01
C484,Cust_484,cust484@mail.com,Bronze,0.0,,,9364938258,2023-01-01
C485,Cust_485,cust485@mail.com,Bronze,0.0,,,9845805127,2023-01-01
C486,Cust_486,cust486@mail.com,Bronze,0.0,,,9545179180,2023-01-01
C487,Cust_487,cust487@mail.com,Gold,0.0,,,9286874458,2023-01-01
C488,Cust_488,cust488@mail.com,Bronze,0.0,,,9881058292,2023-01-01
C489,Cust_489,cust489@mail.com,Bronze,0.0,,,9002754426,2023-01-01
C491,Cust_491,cust491@mail.com,Silver,0.0,,,9779591310,2023-01-01
C492,Cust_492,cust492@mail.com,Gold,0.0,,,9320571903,2023-01-01
C493,Cust_493,cust493@mail.com,Bronze,0.0,,,9899232921,2023-01-01
C494,Cust_494,cust494@mail.com,Gold,0.0,,,9630219579,2023-01-01
C495,Cust_495,invalid_email,Bronze,0.0,,,9622687986,2023-01-01
C496,Cust_496,cust496@mail.com,Silver,0.0,,,9708605988,2023-01-01
C497,Cust_497,cust497@mail.com,Gold,0.0,,,9525747313,2023-01-01
C498,Cust_498,cust498@mail.com,Silver,0.0,,,9929066493,2023-01-01
C499,Cust_499,cust499@mail.com,Silver,0.0,,,9159553112,2023-01-01
